"id","category_id","mahorais","francais","example","status",
"1164","21","Ila","Sauf","_","active",
"1165","22","Usikidza","Accuser","_","active",
"1166","22","Ukubali","Accepter","_","active",
"1167","22","Udza","Accoucher","_","active",
"1168","22","Ukaribisha","Accueillir","_","active",
"1169","22","Ununua","Acheter","_","active",
"1170","22","Usayidia","Aider","_","active",
"1171","22","Uengedza","Ajouter","_","active",
"1172","22","Uondzoa","Allonger","_","active",
"1173","22","Upatsa","Allumer","_","active",
"1174","22","Umaizi","Apercevoir","_","active",
"1175","22","Uhira","Appeler","_","active",
"1176","22","Utwali","Apprendre (leçon)","_","active",
"1177","22","Uvosheya","Arracher de force","_","active",
"1178","22","Urengeledza","Arranger, réparer","_","active",
"1179","22","Uziya","Arrêter","_","active",
"1180","22","Uwasili","Arriver, être arrivé","_","active",
"1181","22","Uvakuwa","Attraper","_","active",
"1182","22","Uandzamua","Bailler","_","active",
"1183","22","Ububua","Battre","_","active",
"1184","22","Ubabuha","Bavarder","_","active",
"1185","22","Unwa","Boire","_","active",
"1186","22","Ukatra, Ukutruwa","Casser","_","active",
"1187","22","Uzunguha","Chercher","_","active",
"1188","22","Utsahuwa","Choisir","_","active",
"1189","22","Ufitsiya","Combler (un trou)","_","active",
"1190","22","Uandrisa","Commencer","_","active",
"1191","22","Uelewa","Comprendre","_","active",
"1192","22","Uhasibu","Compter","_","active",
"1193","22","Ujua","Connaître, savoir","_","active",
"1194","22","Ukatra / Ukatriliya","Contourner","_","active",
"1195","22","Uhadisi","Converser (parler avec quelqu'un)","_","active",
"1196","22","Ukatra","Couper","_","active",
"1197","22","Urangiya","Courtiser","_","active",
"1198","22","Ulatsa keme","Crier","_","active",
"1199","22","Uvuhura","Croquer","_","active",
"1200","22","Udzisa","Demander","_","active",
"1201","22","Uviriya","Dépasser","_","active",
"1202","22","Uvungudza","Diminuer","_","active",
"1203","22","Urongowa","Dire","_","active",
"1204","22","Uhadisi","Discuter","_","active",
"1205","22","Uanyisa","Diviser","_","active",
"1206","22","Ufungua","Divorcer","_","active",
"1207","22","Uva","Donner","_","active",
"1208","22","Ulala","Dormir","_","active",
"1209","22","Ubadili","Echanger","_","active",
"1210","22","Uvulikiya","Ecouter","_","active",
"1211","22","Utseresa, Utsera","Ecraser","_","active",
"1212","22","Uangiha","Ecrire","_","active",
"1213","22","Upashiya","Embarquer","_","active",
"1214","22","Ubusu","Embrasser","_","active",
"1215","22","Usomedza","Enseigner","_","active",
"1216","22","Ukiya","Entendre","_","active",
"1217","22","Uvanguwa","Essuyer","_","active",
"1218","22","Ulemewa","Etre fatigué","_","active",
"1219","22","Ushanga","Etre inquiet","_","active",
"1220","22","Ueledza","Expliquer","_","active",
"1221","22","Utriya keme","Faire du bruit","_","active",
"1222","22","Urohotsa","Faire bouillir","_","active",
"1223","22","Ukaribisha","Faire entrer","_","active",
"1224","22","Utriya ringa","Faire un croc-en-jambe","_","active",
"1225","22","Uaniha","Faire sécher","_","active",
"1226","22","UbaIa","Fermer","_","active",
"1227","22","Uhisa","Finir, terminer","_","active",
"1228","22","Upara","Gagner","_","active",
"1229","22","Urengeleya","Garder l'équilibre","_","active",
"1230","22","Useleya","Glisser","_","active",
"1231","22","Uzihira","Guérir","_","active",
"1232","22","Utriya shuhuli","Intéresser","_","active",
"1233","22","Udzisa","Interroger","_","active",
"1234","22","Ungadza","Jouer","_","active",
"1235","22","Utsana","Mâcher","_","active",
"1236","22","Ubamisa","Mettre K.O","_","active",
"1237","22","Uheya","Monter","_","active",
"1238","22","Ueleya","Nager","_","active",
"1239","22","Usubutu","Oser","_","active",
"1240","22","Udala","Oublier","_","active",
"1241","22","Ubuwa","Ouvrir","_","active",
"1242","22","Uswamihi","Pardonner","_","active",
"1243","22","Ulagua","Parler","_","active",
"1244","22","Uvahua","Partager (repas)","_","active",
"1245","22","Usinya","Pincer, presser","_","active",
"1246","22","Utabu","Planter","_","active",
"1247","22","Usukuma","Pousser","_","active",
"1248","22","Uazima","Prêter","_","active",
"1249","22","Uramba","Ramper","_","active",
"1250","22","Uswaliti","Rapporter (pour provoquer une dispute)","_","active",
"1251","22","Uwaridi","Réciter","_","active",
"1252","22","Uandrisa","Recommencer","_","active",
"1253","22","Uangaliya","Regarder","_","active",
"1254","22","Udjibu","Répondre","_","active",
"1255","22","Umidza mutru","Lever quelqu'un","_","active",
"1256","22","Upasi","Repasser","_","active",
"1257","22","Utruliya","Rester tranquille","_","active",
"1258","22","Uregeya","Revenir","_","active",
"1259","22","Uyezi","Saluer","_","active",
"1260","22","Uziya","Arrêter","_","active",
"1261","22","Uketsi","S'asseoir","_","active",
"1262","22","Uaruka","Sauter","_","active",
"1263","22","Utsengeleya","S'avancer","_","active",
"1264","22","Ujua","Savoir","_","active",
"1265","22","Ukadza matso","Scruter des yeux","_","active",
"1266","22","Udzama","Se cacher","_","active",
"1267","22","Ukatriha","Se couper","_","active",
"1268","22","Udzivangua","S'essuyer","_","active",
"1269","22","Udzinyongoa","S'étirer","_","active",
"1270","22","Utsotsoa","Se frayer un chemin","_","active",
"1271","22","Ukutsua","Se gargariser","_","active",
"1272","22","Utsamba","Se torcher (eau)","_","active",
"1273","22","Upangua","Se torcher (sans eau)","_","active",
"1274","22","Upindra","S'habiller","_","active",
"1275","22","Ufundriha","S'initier","_","active",
"1276","22","Udzua","Soulever","_","active",
"1277","22","Uvungudza","Soustraire","_","active",
"1278","22","Utsana nyole","Se peigner","_","active",
"1279","22","Uduburiya","Se précipiter","_","active",
"1280","22","Usimamiya","Se presser","_","active",
"1281","22","Utembeya","Se promener","_","active",
"1282","22","Utsengeleya","Se rapprocher","_","active",
"1283","22","Uvumua","Se reposer","_","active",
"1284","22","Utsambaliha","Se séparer (groupe)","_","active",
"1285","22","Ulimbala","Se tenir debout","_","active",
"1286","22","Uvavatsa","Tâtonner","_","active",
"1287","22","Ushiya","Traverser","_","active",
"1288","22","Upara","Trouver","_","active",
"1289","22","Utanga","Vadrouiller","_","active",
"1290","22","Uja","Venir","_","active",
"1291","22","Ubuhudza","Verser","_","active",
"1292","22","Uveuha","Voler (air)","_","active",
"1293","23","Uvidza","Aider","_","active",
"1294","23","Uendra","Aller","_","active",
"1295","23","Uusa","Allonger quelqu'un","_","active",
"1296","23","Uvudza moro","Allumer","_","active",
"1297","23","Usoma","Apprendre","_","active",
"1298","23","Ufunga","Attacher, jeûner","_","active",
"1299","23","Usika","Attraper","_","active",
"1300","23","Umedza","Avaler","_","active",
"1301","23","Uona ndza","Avoir faim","_","active",
"1302","23","Ukodza","Avoir mal","_","active",
"1303","23","Uona nyora","Avoir soif","_","active",
"1304","23","Uhundza","Balayer","_","active",
"1305","23","Unwa","Boire","_","active",
"1306","23","Uhimba","Chanter","_","active",
"1307","23","Utrusa","Chasser","_","active",
"1308","23","Utsema","Chuchoter","_","active",
"1309","23","Uvena","Cligner (de l'œil)","_","active",
"1310","23","Uvinga gari","Conduire","_","active",
"1311","23","Utiba","Copier","_","active",
"1312","23","Usona","Coudre","_","active",
"1313","23","Utsindza","Couper","_","active",
"1314","23","Utra mare","Cracher","_","active",
"1315","23","Upiha","Cuisiner","_","active",
"1316","23","Ulima","Cultiver","_","active",
"1317","23","Uzina","Danser","_","active",
"1318","23","Ushuka","Descendre","_","active",
"1319","23","Utowa wakati","Dire l'heure","_","active",
"1320","23","Utsera","Ecraser","_","active",
"1321","23","Uleya","Elever (un enfant)","_","active",
"1322","23","Utowa","Enlever","_","active",
"1323","23","Uhuwa","Eplucher","_","active",
"1324","23","Ulola","Epouser","_","active",
"1325","23","Uzima","Eteindre","_","active",
"1326","23","Usera","Etreindre","_","active",
"1327","23","Ulowa","Etre trempé","_","active",
"1328","23","Ufua","Faire la lessive","_","active",
"1329","23","Uhodza shtrandra","Faire le lit","_","active",
"1330","23","Uusa","Faire tomber","_","active",
"1331","23","Urema","Frapper","_","active",
"1332","23","Ufunga","Garder (en retenue)","_","active",
"1333","23","Uhua","Grandir","_","active",
"1334","23","Ufundra","Gronder","_","active",
"1335","23","Uvona","Guérir","_","active",
"1336","23","Ulisha","Lâcher","_","active",
"1337","23","Uvutsa","Lancer","_","active",
"1338","23","Uhosa","Laver","_","active",
"1339","23","Udya","Manger","_","active",
"1340","23","Uendra","Marcher","_","active",
"1341","23","Uvima","Mesurer, peser","_","active",
"1342","23","Ulodza","Mouiller","_","active",
"1343","23","Ufa","Mourir","_","active",
"1344","23","Ufunga (shondra)","Panser","_","active",
"1345","23","Uliva","Payer","_","active",
"1346","23","Ulowa","Pêcher","_","active",
"1347","23","Urosa","Piquer","_","active",
"1348","23","Ulila","Pleurer","_","active",
"1349","23","Uvera","Plier","_","active",
"1350","23","Uvinga","Porter","_","active",
"1351","23","Ushindra","Pouvoir","_","active",
"1352","23","Urenga","Prendre","_","active",
"1353","23","Ufunga","Punir","_","active",
"1354","23","Umidza mutru","Relever quelqu'un","_","active",
"1355","23","Uvura harufu","Renifler","_","active",
"1356","23","Umidza","Réveiller","_","active",
"1357","23","Utseha","Rire","_","active",
"1358","23","Uvundza malondro","S'agenouiller","_","active",
"1359","23","Usika","Saisir","_","active",
"1360","23","Uruka","Sauter","_","active",
"1361","23","Udjumba","Sauter dans","_","active",
"1362","23","Uhowa","Se doucher","_","active",
"1363","23","Udzi hosa","Se laver","_","active",
"1364","23","Unuka","Sentir","_","active",
"1365","23","Umeya","Se raser","_","active",
"1366","23","Uhima","Se réveiller","_","active",
"1367","23","Usondza","Sucer","_","active",
"1368","23","Udunga","Suivre","_","active",
"1369","23","Usika","Tenir","_","active",
"1370","23","Uvura","Tirer","_","active",
"1371","23","Ufuma","Tirer (fusil)","_","active",
"1372","23","Uwa","Tomber","_","active",
"1373","23","Uvera","Tordre","_","active",
"1374","23","Uhoma","Traîner","_","active",
"1375","23","Ushiya","Traverser","_","active",
"1376","23","Uendra na tsi","Vagabonder","_","active",
"1377","23","Uudza","Vendre","_","active",
"1378","23","Uona","Voir","_","active",
"1379","23","Uona udu","Voir trouble","_","active",
"1380","23","Uhiba","Voler","_","active",
"1381","24","Moja","Un","_","active",
"1382","24","Mbili","Deux","_","active",
"1383","24","Tram","Trois","_","active",
"1384","24","Nne","Quatre","_","active",
"1385","24","Tsano","Cinq","_","active",
"1386","24","Sita","Six","_","active",
"1387","24","Saba","Sept","_","active",
"1388","24","Nane","Huit","_","active",
"1389","24","Shendra","Neuf","_","active",
"1390","24","Kumi","Dix","_","active",
"1391","24","Kumi na moja","Onze","_","active",
"1392","24","Kumi na mbili","Douze","_","active",
"1393","24","Kumi na Tram","Treize","_","active",
"1394","24","Shirini","Vingt","_","active",
"1395","24","Shirini na moja","Vingt et un","_","active",
"1396","24","Shirini na mbili","Vingt deux","_","active",
"1397","24","Shirini na taam","Vingt trois","_","active",
"1398","24","Thalathini","Trente","_","active",
"1399","24","Arubaini","Quarante","_","active",
"1400","24","Hamsini","Cinquante","_","active",
"1401","24","Sitini","Soixante","_","active",
"1402","24","Sabwini","Soixante dix","_","active",
"1403","24","Thamanini","Quatre vingts","_","active",
"1404","24","Tuswini","Quatre vingts dix","_","active",
"1405","24","Mia","Cent","_","active",
"1406","24","Mia na moja","Cent un","_","active",
"1407","24","Mia na mbili","Cent deux","_","active",
"1408","24","Mia na taaru","Cent trois","_","active",
"1409","24","Mia na kumi","Cent dix","_","active",
"1410","24","Mia na kumi na moja","Cent onze","_","active",
"1411","24","Mia na kumi na mbili","Cent douze","_","active",
"1412","24","Mia na kumi na tram","Cent treize","_","active",
"1413","24","Mia wa ishirini","Cent vingt","_","active",
"1414","24","Mia wa ishirini na moja","Cent vingt et un","_","active",
"1415","24","Mia wa ishirini na mbili","Cent vingt deux","_","active",
"1416","24","Mia wa ishirini na taaru","Cent vingt trois","_","active",
"1417","24","Mia wa thalathini","Cent trente","_","active",
"1418","24","Mia wa arubaini","Cent quarante","_","active",
"1419","24","Miateni","Deux cents","_","active",
"1420","24","Thalathamia","Trois cents","_","active",
"1421","24","Arubamia","Quatre cents","_","active",
"1422","24","Hamsumia","Cinq cents","_","active",
"1423","24","Sitamia","Six cents","_","active",
"1424","24","Sabamia","Sept cents","_","active",
"1425","24","Thamanimia","Huit cents","_","active",
"1426","24","Tusumia","Neuf cents","_","active",
"1427","24","Alifu","Mille","_","active",
"1428","24","Alifu na moja","Mille un","_","active",
"1429","24","Alifu na mbili","Mille deux","_","active",
"1430","24","Alifu na traru","Mille trois","_","active",
"1431","24","Alifu wa mia","Mille cent","_","active",
"1432","24","Alifu wa mia na moja","Mille cent un","_","active",
"1433","24","Alifu wa mia na mbili","Mille cent deux","_","active",
"1434","24","Alifu wa mia na traru","Mille cent trois","_","active",
"1435","24","Alifu wa miateni","Mille deux cents","_","active",
"1436","24","Alifu thalathamia","Mille trois cents","_","active",
"1437","24","Alifu mbili","Deux mille","_","active",
"1438","24","Alifu tram","Trois mille","_","active",
"1439","24","Alifu nne","Quatre mille","_","active",
"1440","24","Alifu tsano","Cinq mille","_","active",
"1441","24","Alifu sita","Six mille","_","active",
"1442","24","Alifu saba","Sept mille","_","active",
"1443","24","Alifu nane","Huit mille","_","active",
"1444","24","Alifu shendra","Neuf mille","_","active",
"1445","24","Alifu kumi","Dix mille","_","active",
"1446","24","Alifu kumi na moja","Onze mille","_","active",
"1447","24","Alifu kumi na mbili","Douze mille","_","active",
"1448","24","Alifu Shirini","Vingt mille","_","active",
"1449","25","Madi wa paro ukiya himbo iyo ?","Madi as-tu déjà entendu cette chanson?","_","active",
"1450","25","yo ya mbani ?","Et de qui?","_","active",
"1451","25","lyo ya M. Jackson.","De M. Jackson.","_","active",
"1452","25","Ama, Ujuwa amba tsi muono vanu na vavo?"," Ouais, Tu sais que je l'ai déjà vu de près?","_","active",
"1453","25","Lisha zi trambo !","Arrête tes ragots!","_","active",
"1454","25","Hé ! Tsi msiki swafi .","Eh! Je l'ai même touché.","_","active",
"1455","25","Ngaliya, Usinifanye daba kiya. Usi laguwa tu.","Regarde! Ne me prends pas pour une cloche, entendu? Tu ne fais que parler.","_","active",
"1456","25","Ile pwason davril ."," Poisson d'avril .","_","active",
"1457","25","Pwanye ngwezi !","Ah !Imbécile!","_","active",
"1458","25","Ama , Abdu ule mbole !Aisa afungiha.","Eh bien, qu'est-ce qu'il est grand cet Abdou ! En plus, il est solide.","_","active",
"1459","25","Raha na Jaki ?","Plus que Jacques?","_","active",
"1460","25","Basi-Sabu uono shifuba yahe ? Vavo kara rongowa mihono yahe bila imindru yahe.","Bien sûr. Est-ce tu as vu sa poitrine? parle pas ni de ses bras ni de ses jambes.","_","active",
"1461","25","Be izo piya, waye kamshindri Jacques. Mnyawe uo uendra mbiyo kiya. Bulu yahija, aivinge na shitswa paka andre aitriye.","De toutes les façons, il ne peut battre Jacques. Je t'assure que ce gars cours vite. Lorsque la balle arrive, il peut la porter de tête jusqu'au camp adverse.","_","active",
"1462","25","Wawe mkini kumjiAbdou. lyo tratrenga. Uaruka mauri komba. Basi shitru inijiviyao haye, de ndrevu zahe.","Peut-être ne connais-tu pas Abdou. C'est un bolide. Il saute comme un singe. Ce qui me 'plaît en plus chez lui, c'est sa moustache.","_","active",
"1463","25","Lisha, be hashindri uka muzuri raha na Jaki. Madza wa paro wona sura yahe, waparo usika nyole zahe ?Laini swafi.","Arrête, il ne peut être plus beau encore que Jacques. As-tu déjà vu de près son visage, as-tu déjà touché ses cheveux? Très lisse.","_","active",
"1464","25","Jeje bweni ","Bonjour madame!","_","active",
"1465","25","Ndjema tu","Bonjour","_","active",
"1466","25","Rongowa trongo zaho ?","Qu'est-ce qui vous amène?","_","active",
"1467","25","Nako ja ujua hazi za mwana wangu.","Je venais me renseigner sur le travail de mon enfant.","_","active",
"1468","25","Vale de mbani ?","Il s'agit de qui déjà?","_","active",
"1469","25","De Omari.","De Omar.","_","active",
"1470","25"," Ewa, Abdu waye mwanamtsa mwema swafi. Waye ufanya hazifetre. Trongo moja tu de imtaambishao.","Oui, Omar est un enfant sage. Il travaille bien. Une chose seulement l'embête.","_","active",
"1471","25","De ivi fundi ?","C'est quoi maître / maîtresse ?","_","active",
"1472","25","Raha kasijua uhasibu fetre. Be nisifikiri amba kavutsoka taambu.","Il ne sait pas encore bien compter, mais je pense qu'il n'y aura pas de problème.","_","active",
"1473","25","Ao, tsi kya. Ritso fanya djitihadi fun di.","Oui ,j'ai compris. Nous ferons attention maîtresse.","_","active",
"1474","25","Basi nari kwaheri bweni ","Alors, au revoir madame","_","active",
"1475","25","Kwaheri fundi, tsi kiya.","Au revoir maîtresse. J'ai compris.","_","active",
"1476","25","Madi, halo rareme vule.","Madi, allons faire une grillade.","_","active",
"1477","25","Una shireo ?","As-tu de la viande (ou du poisson) ?","_","active",
"1478","25","Ritsondronunua fii ha ba Fatima.","On achètera du poisson chez le père de Fatima.","_","active",
"1479","25","Ntso shindra ni pare putu, na trovi.","Allons-y alors. Chez nous, je pourrais avoir du piment et de la banane.","_","active",
"1480","25","Endra wazi renge. Usidale umoro. Wami na miyeframpe ha djirani vale.","Va les prendre. N'oublie pas le feu. Moije vais demander du fruit à pain au voisinage.","_","active",
"1481","25","A, hairiyamungu amba tsadala shombo yangu be...","Grâce à Dieu je n'ai pas oublié mon coupe-coupe sinon ...","_","active",
"1482","25","... Kavwatsokiri trongo leo, trambo. De imana nahutsahua.","... Rien n'aurait pu se faire, n'est-ce pas? C'est pourquoi je t'ai choisi.","_","active",
"1483","25","Nene, leo vwa wadaha, kusendra ?","Néné, il y a une danse du pilon aujourd'hui, tu n'y vas pas?","_","active",
"1484","25","Tsisi juwa mana nako tsaha nendre debani.","Je n'en sais rien car j'aurais voulu assister à un déba.","_","active",
"1485","25","Vwa deba havi ?","Il Y a un déba où ?","_","active",
"1486","25","Uju oho, karibu na likoli.","Là-haut, près de l'école.","_","active",
"1487","25","Zo madza zi viri. Kahalo de wadahani ! Voko, vutsoka wantru wengi raha na debani oho.","Ca s'est dépassé. Nous ferons mieux d'aller à la danse des pilons! D'ailleurs, il y aura plus de monde qu'à ce déba.","_","active",
"1488","25","Shetwani tra...","Tu parles du pouvoir du diable ...","_","active",
"1489","25","Ah, tsi lemewa na maesha yanu = mutru ahime asubuhi ahundze, ahose sahani, arengeledza nyumba ..... tsi shindri.","Ouf, j'en ai assez de cette vie. Se lever le matin et balayer, faire la vaisselle, ranger la maison .....je n'en peux plus.","_","active",
"1490","25","He, izo hazi zanyu wantru mama! Utsaha wami de nihodze shitandra ni laliyao, au ni fue au ni vere dara... ?","Eh, ce sont vos travaux à vous les femmes. Veux- tu que ce soit moi qui fasse le lit dans lequel on dort, ou bien qui fasse la lessive ou bien qui plie les draps?","_","active",
"1491","25"," Basi urendreni ? Ngiya oho wa pihe pavi rione trongo tsiyo !","Et alors? (quel est le mal) Entre là-dedans et fais la cuisine qu'on voie un peu !","_","active",
"1492","25","Una masera ?","T'es folle ?...","_","active",
"1493","25","Mabudu, narendre dzatru malavuni.","Mère d'Abdou, allons-y à la campagne.","_","active",
"1494","25","Afa tsisi na ata shombo vanu.","C'est que je n'ai même pas de shombo ici.","_","active",
"1495","25","Tsina mbili. Nitso hu azima imoja.","J'en ai deux. Je t'en prêterai un.","_","active",
"1496","25","Haya basi. Afa ne wawe ulimi ?","D'accord. Mais, est-ce que tu as un champ?","_","active",
"1497","25","Tsina mwana shunga shambani ha Sabili oho. Navanu kwehe inishindri ata hamwe.","J'ai un coin de terre dans la proprité de monsieur Sabili. En ce moment, je suis dépassé par les mauvaises herbes.","_","active",
"1498","25","Halo, nitsohu saidi utabu.","On y va. Je t'aiderai à planter.","_","active",
"1499","25","Wami, nitsaha mutru ani saidi ulima amba trini.","Moi,j'ai plutôt besoin de quelqu'un qui m'aide à (cultiver) désherber.","_","active",
"1500","25","Narendre haraka basi. Mtsana upara.","Depêchons-nous alors. Il est bientôt midi.","_","active",
"1501","25","Rongowa sa, Abdu ule jeje waho ?","Dis, quel lien as-tu avec Abdou ?","_","active",
"1502","25"," Ule mwana nyangu.","C'est mon frère.","_","active",
"1503","25","Mwana nyaho jeje ?","Ton frère comment?","_","active",
"1504","25","Ule mwana wa baba bole wangu. Ne mana trini ?","C'est le fils du frère aîné de mon père. Pourquoi?","_","active",
"1505","25","Waye mwandzani wangu. Waye na mastaha swafi, trambo ?","C'est mon ami. Il est très respectueux, n'est-ce- pas?","_","active",
"1506","25","Madza. Ujua amba mayahe de djirani wangu ule. Na vanu wasi lodza. Ritso endra harusini ha zuki wahe mtru marna ?","C'est vrai. Tu sais que sa mère c'est votre voisine. Et d'ailleurs, en ce moment ils organisent un mariage. Veux-tu qu'on aille au mariage de sa grande soeur?","_","active",
"1507","25","Nehika utsonivinga.","Si tu m'emmènes.","_","active",
"1508","25","De namne iyo.","D'accord. C'est comme ça.","_","active",
"1509","25","Said, leo lini mwa ?","Saïd, quel jour on est aujourd'hui?","_","active",
"1510","25","Leo mfumo tsano .","Aujourd'hui c'est mercredi.","_","active",
"1511","25","Ama, tsina rendez-vous sa ya saba.","Oh là là,jai un rendez-vous à 13 h 00.","_","active",
"1512","25","De avasa...","C'est maintenant alors.","_","active",
"1513","25","Tsiji. Una lera trini ?","Je ne sais pas. Quelle heure as-tu?","_","active",
"1514","25","Tsina sa ya saba ya vungudza dakika kumi. Lera yaho ikurubiya swafi.","J'ai 13 h moins 10 minutes. Ton heure approche vraiment.","_","active",
"1515","25","Haya nisuhulisha . Ritsoonana maharibi.","Je te laisse alors. On se verra ce soir.","_","active",
"1516","25","Ama usu nimbe rendez-vous gashi.","Surtout viens à l'heure s'il te plaît.","_","active",
